comparison_id,dataset_id,role_id,budget_id,repeat,alternative_condition,closure_status,n,median_delta_BACC,p_value,holm_adjusted_p,rank_biserial,ci_low,ci_high
P02-A4-BNCI2014_001-SSL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-MR03:VS:A4-C0-CORE,BNCI2014_001,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS,3,A4-C1-LONG-3P5S,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-SSL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-MR03:VS:A4-C0-CORE,BNCI2014_001,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS,3,A4-C2-MULTI-HARD-VOTE,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-SSL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-MR03:VS:A4-C0-CORE,BNCI2014_001,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS,3,A4-C3-MULTI-PROB-AVG,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-SSL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-MR04:VS:A4-C0-CORE,BNCI2014_001,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS,4,A4-C1-LONG-3P5S,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-SSL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-MR04:VS:A4-C0-CORE,BNCI2014_001,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS,4,A4-C2-MULTI-HARD-VOTE,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-SSL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS-MR04:VS:A4-C0-CORE,BNCI2014_001,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:2_PER_CLASS,4,A4-C3-MULTI-PROB-AVG,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-CLASSICAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR00:VS:A4-C0-CORE,BNCI2014_001,CLASSICAL,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,0,A4-C1-LONG-3P5S,COMPLETE,1.0,-0.02430555555555558,,,-1.0,,
P02-A4-BNCI2014_001-CLASSICAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR00:VS:A4-C0-CORE,BNCI2014_001,CLASSICAL,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,0,A4-C2-MULTI-HARD-VOTE,COMPLETE,1.0,-0.04166666666666674,,,-1.0,,
P02-A4-BNCI2014_001-CLASSICAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR00:VS:A4-C0-CORE,BNCI2014_001,CLASSICAL,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,0,A4-C3-MULTI-PROB-AVG,COMPLETE,1.0,-0.03819444444444453,,,-1.0,,
P02-A4-BNCI2014_001-RIEMANNIAN-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR00:VS:A4-C0-CORE,BNCI2014_001,RIEMANNIAN,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,0,A4-C1-LONG-3P5S,COMPLETE,1.0,0.03124999999999989,,,1.0,,
P02-A4-BNCI2014_001-RIEMANNIAN-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR00:VS:A4-C0-CORE,BNCI2014_001,RIEMANNIAN,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,0,A4-C2-MULTI-HARD-VOTE,COMPLETE,1.0,0.01388888888888884,,,1.0,,
P02-A4-BNCI2014_001-RIEMANNIAN-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR00:VS:A4-C0-CORE,BNCI2014_001,RIEMANNIAN,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,0,A4-C3-MULTI-PROB-AVG,COMPLETE,1.0,0.03472222222222221,,,1.0,,
P02-A4-BNCI2014_001-NEURAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR00:VS:A4-C0-CORE,BNCI2014_001,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,0,A4-C1-LONG-3P5S,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-NEURAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR00:VS:A4-C0-CORE,BNCI2014_001,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,0,A4-C2-MULTI-HARD-VOTE,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR00:VS:A4-C0-CORE,BNCI2014_001,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,0,A4-C3-MULTI-PROB-AVG,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-NEURAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR01:VS:A4-C0-CORE,BNCI2014_001,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,1,A4-C1-LONG-3P5S,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-NEURAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR01:VS:A4-C0-CORE,BNCI2014_001,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,1,A4-C2-MULTI-HARD-VOTE,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR01:VS:A4-C0-CORE,BNCI2014_001,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,1,A4-C3-MULTI-PROB-AVG,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-NEURAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR02:VS:A4-C0-CORE,BNCI2014_001,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,2,A4-C1-LONG-3P5S,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-NEURAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR02:VS:A4-C0-CORE,BNCI2014_001,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,2,A4-C2-MULTI-HARD-VOTE,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR02:VS:A4-C0-CORE,BNCI2014_001,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,2,A4-C3-MULTI-PROB-AVG,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-NEURAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR03:VS:A4-C0-CORE,BNCI2014_001,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,3,A4-C1-LONG-3P5S,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-NEURAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR03:VS:A4-C0-CORE,BNCI2014_001,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,3,A4-C2-MULTI-HARD-VOTE,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR03:VS:A4-C0-CORE,BNCI2014_001,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,3,A4-C3-MULTI-PROB-AVG,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-NEURAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR04:VS:A4-C0-CORE,BNCI2014_001,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,4,A4-C1-LONG-3P5S,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-NEURAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR04:VS:A4-C0-CORE,BNCI2014_001,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,4,A4-C2-MULTI-HARD-VOTE,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR04:VS:A4-C0-CORE,BNCI2014_001,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,4,A4-C3-MULTI-PROB-AVG,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-SSL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR00:VS:A4-C0-CORE,BNCI2014_001,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,0,A4-C1-LONG-3P5S,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-SSL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR00:VS:A4-C0-CORE,BNCI2014_001,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,0,A4-C2-MULTI-HARD-VOTE,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-SSL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR00:VS:A4-C0-CORE,BNCI2014_001,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,0,A4-C3-MULTI-PROB-AVG,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-SSL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR01:VS:A4-C0-CORE,BNCI2014_001,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,1,A4-C1-LONG-3P5S,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-SSL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR01:VS:A4-C0-CORE,BNCI2014_001,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,1,A4-C2-MULTI-HARD-VOTE,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-SSL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR01:VS:A4-C0-CORE,BNCI2014_001,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,1,A4-C3-MULTI-PROB-AVG,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-SSL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR02:VS:A4-C0-CORE,BNCI2014_001,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,2,A4-C1-LONG-3P5S,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-SSL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR02:VS:A4-C0-CORE,BNCI2014_001,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,2,A4-C2-MULTI-HARD-VOTE,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-SSL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR02:VS:A4-C0-CORE,BNCI2014_001,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,2,A4-C3-MULTI-PROB-AVG,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-SSL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR03:VS:A4-C0-CORE,BNCI2014_001,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,3,A4-C1-LONG-3P5S,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-SSL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR03:VS:A4-C0-CORE,BNCI2014_001,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,3,A4-C2-MULTI-HARD-VOTE,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-SSL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR03:VS:A4-C0-CORE,BNCI2014_001,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,3,A4-C3-MULTI-PROB-AVG,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-SSL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR04:VS:A4-C0-CORE,BNCI2014_001,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,4,A4-C1-LONG-3P5S,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-SSL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR04:VS:A4-C0-CORE,BNCI2014_001,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,4,A4-C2-MULTI-HARD-VOTE,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-SSL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS-MR04:VS:A4-C0-CORE,BNCI2014_001,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:4_PER_CLASS,4,A4-C3-MULTI-PROB-AVG,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-CLASSICAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR00:VS:A4-C0-CORE,BNCI2014_001,CLASSICAL,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,0,A4-C1-LONG-3P5S,COMPLETE,1.0,0.013888888888888895,,,1.0,,
P02-A4-BNCI2014_001-CLASSICAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR00:VS:A4-C0-CORE,BNCI2014_001,CLASSICAL,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,0,A4-C2-MULTI-HARD-VOTE,COMPLETE,1.0,0.020833333333333315,,,1.0,,
P02-A4-BNCI2014_001-CLASSICAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR00:VS:A4-C0-CORE,BNCI2014_001,CLASSICAL,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,0,A4-C3-MULTI-PROB-AVG,COMPLETE,1.0,-0.02430555555555558,,,-1.0,,
P02-A4-BNCI2014_001-RIEMANNIAN-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR00:VS:A4-C0-CORE,BNCI2014_001,RIEMANNIAN,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,0,A4-C1-LONG-3P5S,COMPLETE,1.0,0.020833333333333315,,,1.0,,
P02-A4-BNCI2014_001-RIEMANNIAN-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR00:VS:A4-C0-CORE,BNCI2014_001,RIEMANNIAN,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,0,A4-C2-MULTI-HARD-VOTE,COMPLETE,1.0,0.020833333333333315,,,1.0,,
P02-A4-BNCI2014_001-RIEMANNIAN-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR00:VS:A4-C0-CORE,BNCI2014_001,RIEMANNIAN,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,0,A4-C3-MULTI-PROB-AVG,COMPLETE,1.0,0.020833333333333315,,,1.0,,
P02-A4-BNCI2014_001-NEURAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR00:VS:A4-C0-CORE,BNCI2014_001,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,0,A4-C1-LONG-3P5S,COMPLETE,1.0,-0.0034722222222221544,,,-1.0,,
P02-A4-BNCI2014_001-NEURAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR00:VS:A4-C0-CORE,BNCI2014_001,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,0,A4-C2-MULTI-HARD-VOTE,COMPLETE,1.0,0.010416666666666685,,,1.0,,
P02-A4-BNCI2014_001-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR00:VS:A4-C0-CORE,BNCI2014_001,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,0,A4-C3-MULTI-PROB-AVG,COMPLETE,1.0,0.020833333333333315,,,1.0,,
P02-A4-BNCI2014_001-NEURAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR01:VS:A4-C0-CORE,BNCI2014_001,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,1,A4-C1-LONG-3P5S,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-NEURAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR01:VS:A4-C0-CORE,BNCI2014_001,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,1,A4-C2-MULTI-HARD-VOTE,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR01:VS:A4-C0-CORE,BNCI2014_001,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,1,A4-C3-MULTI-PROB-AVG,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-NEURAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR02:VS:A4-C0-CORE,BNCI2014_001,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,2,A4-C1-LONG-3P5S,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-NEURAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR02:VS:A4-C0-CORE,BNCI2014_001,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,2,A4-C2-MULTI-HARD-VOTE,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR02:VS:A4-C0-CORE,BNCI2014_001,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,2,A4-C3-MULTI-PROB-AVG,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-NEURAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR03:VS:A4-C0-CORE,BNCI2014_001,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,3,A4-C1-LONG-3P5S,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-NEURAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR03:VS:A4-C0-CORE,BNCI2014_001,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,3,A4-C2-MULTI-HARD-VOTE,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR03:VS:A4-C0-CORE,BNCI2014_001,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,3,A4-C3-MULTI-PROB-AVG,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-NEURAL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR04:VS:A4-C0-CORE,BNCI2014_001,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,4,A4-C1-LONG-3P5S,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-NEURAL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR04:VS:A4-C0-CORE,BNCI2014_001,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,4,A4-C2-MULTI-HARD-VOTE,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-NEURAL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR04:VS:A4-C0-CORE,BNCI2014_001,NEURAL,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,4,A4-C3-MULTI-PROB-AVG,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-SSL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR00:VS:A4-C0-CORE,BNCI2014_001,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,0,A4-C1-LONG-3P5S,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-SSL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR00:VS:A4-C0-CORE,BNCI2014_001,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,0,A4-C2-MULTI-HARD-VOTE,COMPLETE,1.0,0.01736111111111105,,,1.0,,
P02-A4-BNCI2014_001-SSL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR00:VS:A4-C0-CORE,BNCI2014_001,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,0,A4-C3-MULTI-PROB-AVG,COMPLETE,1.0,-0.01736111111111105,,,-1.0,,
P02-A4-BNCI2014_001-SSL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR01:VS:A4-C0-CORE,BNCI2014_001,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,1,A4-C1-LONG-3P5S,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-SSL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR01:VS:A4-C0-CORE,BNCI2014_001,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,1,A4-C2-MULTI-HARD-VOTE,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-SSL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR01:VS:A4-C0-CORE,BNCI2014_001,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,1,A4-C3-MULTI-PROB-AVG,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-SSL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR02:VS:A4-C0-CORE,BNCI2014_001,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,2,A4-C1-LONG-3P5S,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-SSL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR02:VS:A4-C0-CORE,BNCI2014_001,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,2,A4-C2-MULTI-HARD-VOTE,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-SSL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR02:VS:A4-C0-CORE,BNCI2014_001,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,2,A4-C3-MULTI-PROB-AVG,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-SSL-A4-C1-LONG-3P5S-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR03:VS:A4-C0-CORE,BNCI2014_001,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,3,A4-C1-LONG-3P5S,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-SSL-A4-C2-MULTI-HARD-VOTE-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR03:VS:A4-C0-CORE,BNCI2014_001,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,3,A4-C2-MULTI-HARD-VOTE,GOVERNED_NON_SUCCESS,,,,,,,
P02-A4-BNCI2014_001-SSL-A4-C3-MULTI-PROB-AVG-P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS-MR03:VS:A4-C0-CORE,BNCI2014_001,SSL,P01-L1-LOW-CAL-OFFICIAL-R2:8_PER_CLASS,3,A4-C3-MULTI-PROB-AVG,GOVERNED_NON_SUCCESS,,,,,,,
